,customer_id,gender,dob,status,verified,language,created_at,updated_at
348,H7Q7Q5R,Male,,1,1,EN,6/11/2018 2:03,6/11/2018 2:03
349,Z22L6MK,Male,,1,1,EN,6/11/2018 2:37,6/11/2018 2:37
350,B6G76MS,Male,,1,1,EN,6/11/2018 2:56,6/11/2018 2:56
351,MVXAYNL,Male,,1,1,EN,6/11/2018 2:57,6/11/2018 2:57
353,D3W82YY,Male,,1,1,EN,6/11/2018 3:35,6/11/2018 3:35
354,ZI8EBAY,Male,,1,1,EN,6/11/2018 3:36,6/11/2018 3:36
355,ZZV76GY,Male,,1,1,EN,6/11/2018 4:08,6/11/2018 4:08
356,TNV571A,Male,,1,1,EN,6/11/2018 19:17,6/11/2018 19:17
357,8WYOTVA,Male,,1,1,EN,6/11/2018 19:27,6/11/2018 19:27
358,BHNNKO3,Male,,1,1,EN,6/11/2018 22:02,6/11/2018 22:02
359,289WE3C,Male,1984.0,1,1,EN,6/11/2018 22:06,4/1/2020 15:07
360,Y28RHNU,Male,,1,1,EN,6/11/2018 23:56,6/11/2018 23:56
361,GVS9D3L,Female,2018.0,1,1,EN,6/12/2018 0:44,6/12/2018 0:44
362,04M5T56,Male,,1,1,EN,6/12/2018 2:32,6/12/2018 2:32
363,6DS9BY0,Male,,1,1,EN,6/12/2018 2:41,6/12/2018 2:41
364,BUIAFFT,Male,,1,1,EN,6/12/2018 4:43,6/12/2018 4:43
365,IVRFSLY,Male,,1,1,EN,6/12/2018 16:13,6/12/2018 16:13
366,M15WUR8,Female  ,2000.0,1,1,EN,6/13/2018 1:37,6/13/2018 1:37
367,A3LEHCR,Female,1993.0,1,1,EN,6/13/2018 1:54,1/16/2020 21:43
368,HKR3YIQ,Male,,1,1,EN,6/13/2018 2:01,6/13/2018 2:01
369,JU8MM2A,Male,,1,1,EN,6/13/2018 2:04,6/13/2018 2:04
370,MHG84TR,Male,,1,1,EN,6/13/2018 18:16,6/13/2018 18:16
371,AF9UQD1,Male,,1,1,EN,6/13/2018 23:56,6/13/2018 23:56
