,customer_id,location_number,location_type,latitude,longitude
120,EGR2GT8,1,Other,-0.8667214655158311,0.103570665330111
124,QZNR6PF,3,,-0.239492706980787,0.8588288254863498
125,QZNR6PF,4,,-0.2397890384615764,0.6618158181818116
126,QZNR6PF,5,,-0.4352172816397923,0.645123798738842
127,H1B92X6,0,Work,-1.1592115107884609,-0.1413913232477372
128,MNS1CJH,0,,-0.2770903909310302,0.1404859843579335
129,MNS1CJH,1,,0.0101865210828496,0.526299653405508
131,U7L8BJO,0,Home,-0.556749354904048,0.0881425230340651
135,V6EL9F1,2,,0.5453091308461909,0.5304979145409139
136,K4XGW38,0,,-1.11815934501885,-0.1166274978870589
137,PK5TN1O,0,Home,-0.7132542474578767,0.2161487417163125
140,J5IPYQ5,0,Other,0.1948560625192601,0.5407927259795379
141,Q0Q3ASU,0,,19.77568492141993,3.017372020874052
143,FBB3FRQ,1,Home,-0.0665621168957337,0.4270083904266502
144,JXBQHP2,0,,-0.1405078030748333,0.174783970144659
147,ENS6KUT,2,,0.0125343279038067,0.0001563500704581
152,73HQF80,1,Other,0.008151456853033,0.5115596489827398
154,RAJ2HU0,1,,-0.1173937311795834,0.8694296235388144
155,IQGHR51,0,,-0.2075326871022587,0.172235871580511
157,7VI98XM,0,,-0.6091129135110208,0.0760588666254789
158,QS0BCLI,0,,0.1460105645167633,0.186235935850574
159,R5P9F07,0,Work,-0.1592848763117582,0.6584068292921235
160,LE9EO0W,0,,-0.6262000860961904,0.0831065263409192
161,98YI522,0,,-0.1504103927878486,0.141707456247386
162,98YI522,1,,0.3456472374966833,0.2611091909083428
163,V8I75C0,0,,0.6424515111174195,0.5626870190555874
164,QXOLJ6H,0,Home,-1.031304678096115,-0.091190933172734
167,MFUK5NH,1,,-1.3607579434807344,0.0635677980318214
168,0LEP566,0,Work,-0.3027168461538479,0.6630483954545436
171,M03KV2W,1,,3.0033544847115428,0.6273635216613598
172,N3AGAIS,0,Home,19.630294621701324,3.051279404623954
173,OJFHOEB,0,Home,0.558876093022106,0.5324897484604687
174,87TCFRU,0,,0.069960962980791,-0.0096232335681699
177,C9JPX95,1,Home,-0.0510814032138343,0.4405063024976182
178,XOSPSA9,0,,-1.8775270963447144,-0.145792584527611
179,B2W1CSC,0,,-0.4936564376654337,0.7313789163123476
180,MH3ZDGH,0,Home,0.0290830332302972,-0.0569451729005075
182,WBT9QIJ,1,,2.24147923607688,0.6812082575000005
183,E7SRN2L,0,Home,-0.7258276583461902,0.2218981332977206
186,9NDRGOY,2,,-0.2474562916923864,0.4708874630318109
187,REH27I9,0,Other,-0.051314102564153,0.4398068181818318
188,REH27I9,1,,-0.4582213900315769,0.1756504096301024
189,AXA3XYI,0,,0.7938384828884871,0.5214755097713688
190,574RWOT,0,Work,-0.8314037138929637,0.1139869784767106
193,UOXLYXB,1,,-0.1763840580769714,0.7571039215499851
194,UOXLYXB,2,Home,-0.489377636903867,0.7367288907045418
195,UOXLYXB,3,Home,1.5157206214914836,0.3933740989728389
196,UOXLYXB,4,Home,0.3974937499062778,0.5340967817921046
197,UOXLYXB,5,Work,-0.5908235992933214,0.7909734858707951
199,REHZITA,1,,-0.0619990206153481,-0.0079855705931952
202,9BW9MCP,1,Home,0.0624346153846284,-0.015434999999994
205,R8X3QJY,1,,0.2910547928076508,0.4184969487522774
207,HPLX3RZ,0,Work,1.0871648679614712,0.7690000382272552
208,HPLX3RZ,1,Work,1.1368574999999814,0.7325936590909075
210,ZDOKYGS,1,,-1.3713094540715347,0.0927678096023438
211,2YK2PQB,0,Home,-0.1102861809423325,0.435369719997734
213,UIXCKU6,1,,-0.6821566057115354,0.0901473218750069
216,AO3M5ET,0,,-0.3419032395769231,0.050410478693182
218,DXYCEN0,0,Work,-0.5768865384616161,0.7676572727272855
220,YAS5TAD,0,,-0.815917725421297,0.1687882826624534
221,QUMKJAB,0,Home,-0.0889144454204488,-0.0076504383574871
222,OAC6OZO,0,,-0.2549271153846471,0.6295930909090977
223,0LTXBRG,0,Work,-1.0472992609295526,-0.0701057636724207
224,O59HJ82,0,Home,-0.1173761708269584,-0.0018741548045527
226,IX6CANF,1,Work,0.591174176820125,0.5588976368307896
228,QIE4RPL,1,Home,-1.717581776634661,-0.1104161861681815
229,YSELJ7M,0,Home,-0.0232808754889566,0.6531452800740052
231,0M94LCK,0,Other,-0.8593420906980946,-0.1000341329137818
233,V20V03R,1,Other,0.6595268382122569,0.5505703808401721
235,W81HMSB,1,Home,0.6668080183538082,0.5256313871253608
236,W81HMSB,2,Other,-0.0428086756419326,0.8036768577713305
239,T3T43MY,2,,0.7287789816538476,0.5216179794886369
240,T3T43MY,3,,-0.2372949687884648,0.1290022449522584
241,T3T43MY,4,Home,-0.9750603199807266,0.1109359657227386
242,HTZ307U,0,Work,-0.1883277547308187,0.6071910791272633
243,88VQCRS,0,Home,0.0470526923076905,0.5799843636363695
245,CCXMOTE,1,Home,-0.0546481191923306,0.5256094939954499
247,4MGBRK0,0,,-1.1709542916851143,-0.2008083489808056
249,QQU072B,1,,0.1256742606730554,0.6016987235931864
250,QQU072B,2,Home,-0.0855885385769099,0.4464675247681776
251,QQU072B,3,Work,0.2182830523779142,0.56807316886729
252,EHM46SC,0,,-0.7515519230769198,0.2294904545454245
253,EHM46SC,1,Work,-0.5771952336730259,0.2478295442681706
254,EHM46SC,2,Work,-0.4227644220961803,0.1690441978886276
255,EHM46SC,3,Work,-0.4805440120091895,0.0723372101346152
256,EHM46SC,4,,0.2135384615384547,0.5490970454545514
257,2ZW994Q,0,Home,0.6375459581030207,0.4179208834063067
258,1UMBP8X,0,,13.251645548436557,-1.3932483738118902
260,VR0V2GV,1,Home,-0.1195595967188076,-0.001825141219992
261,9JV7OTT,0,Home,1.9706433484484036,0.694513846314012
263,ZPNWAZ5,1,,-0.233521827230706,0.0977928791909029
264,ZPNWAZ5,2,Home,-0.8363499673462108,0.0879572580795441
266,06E9VIK,1,,0.7360561227026463,0.4032198820345577
267,7SWBH6M,0,,-0.1532430648845983,0.4351666423613622
268,AS7JDA3,0,,0.2105224736974454,0.5869195336038368
269,600TL1F,0,,-1.240521321177136,-0.0507393132232765
270,600TL1F,1,,-0.3697094704357659,0.0219574706927553
272,I8VFL8F,1,Work,0.1153253252252402,0.5841356863162127
273,YAREPK0,0,,-0.3469947476786162,0.6412429775704032
277,B0OB1EK,1,Other,-0.3055734599231053,0.6919733035295427
278,B0OB1EK,2,Work,-0.2087424697877071,0.855534604578495
279,K5LO5A5,0,Home,0.0523641089230048,-0.0050581443045352
282,AKT0X0A,2,,-0.1315038955576917,-0.040103882772707
285,BMXL8IA,1,Home,0.420166944230769,0.555037285595461
287,T2RB3GI,1,Home,2.1028075964807456,0.6994640581181958
288,SG0NSI8,0,Home,-0.0631954639807889,-0.0085410154454573
289,R446P7K,0,,1.8247189277683196,0.767205456441083
290,SNBTNMQ,0,Other,-1.4489077254224592,-0.0454551076347218
291,ESZOSKQ,0,Home,0.9467089678269084,0.4330365027886229
292,CPB9LJ1,0,,1.0988461538461702,0.3986990909091069
293,HNQQJEU,0,Work,-0.2827326755367177,0.3790882880037623
295,7IS3OSQ,0,,0.4046318059678568,0.587692522189833
297,4HG38LJ,1,,-0.993365885115414,0.0922923272181791
298,4HG38LJ,2,,-0.194398455317146,0.0816640738736464
299,JQ9FAT9,0,Home,-0.5883240928870948,0.2482319455255205
301,WKIDS1B,1,,0.2236047922426974,0.5069603168151421
302,R4V2WZT,0,Home,0.0112539594615632,0.5789343918136387
303,P2HBX5G,0,Work,2.4005021760701224,0.6930138737386283
305,WA2XCTU,1,,-0.8943345974635907,0.0788386105136403
310,12HDE9O,0,Home,1.041821334288505,0.3946912015931811
311,Q7OHKQI,0,Work,-0.1013674130768957,0.0790149116318133
312,ITO6LKK,0,,-0.0747514941886147,0.52268248119139
313,L3AJX0Q,0,,0.0202433714083539,0.447858755561453
314,L3AJX0Q,1,,-0.1932286013955143,0.0852370505983144
315,NJXLW9R,0,,-1.7130782194615266,-0.1051098744977487
316,MMWULV6,0,,-0.2864961538461553,0.1057409090909097
317,MMWULV6,1,,0.0156817398540865,0.4306324205615287
318,PIIBNWB,0,,-0.0872571463663543,0.8476083216287005
319,PIIBNWB,1,,-0.6289852607552306,0.162639354440312
320,PIIBNWB,2,,0.2773093600143742,0.857992135665634
321,CLPLR1U,0,Home,0.1125177303591074,0.848848241296682
322,CLPLR1U,1,Other,-0.1050035088174301,0.8711311498826206
323,CLPLR1U,2,,-0.5722328715509869,0.8378877599130821
324,NDFWVZ3,0,,-0.5654865360477572,0.1513245471499152
325,P5BGZDT,0,,-15.612254931212084,-3.3158968878326345
326,ZGELQ5P,0,,-0.0236944881355848,-0.0611140267415683
327,OK4NKVY,0,Home,0.049935703130585,0.8292139813058997
328,OK4NKVY,1,Home,-0.0021156349744226,0.4743135659531938
329,PECXO4Y,0,Home,0.0200880276922752,0.0007342507681781
331,ICMI277,1,Work,1.2237853215961467,0.4059492398272615
333,IQY3JQB,1,,0.0794495151346285,-5.282974771990818e-05
334,BS11M4N,0,Home,-0.8373755407118613,-0.1101161566647822
335,HLE99MR,0,Other,1.0486820621388169,0.4881238944151171
336,Q3HM1SX,0,,-0.0583468496923294,-0.008223344140923
339,4LY6F2J,2,Work,-0.5761300366454172,-0.1393956018722333
340,4LY6F2J,3,Work,-0.1002979312674584,0.6190777646582937
341,C6BBT6E,0,,0.6162571504125082,0.5415577651424669
347,CD57JJJ,2,,-0.4288605083845951,0.7372196281477246
351,4EYX8UP,1,,-0.0345958493846403,-0.0073938218681846
352,35LY35U,0,,0.3141849018971058,0.5578938975871007
354,GEECTFW,1,,-0.8979959544615528,-0.1388275415295491
356,QTOPW3P,0,Home,-0.730607063932086,0.7981407750736585
357,6K5APO9,0,,-0.222931420903838,0.8559961052272781
361,RR3GR55,3,,0.025996300392487,0.4470724082343535
362,RR3GR55,4,Home,-0.1555463830911219,0.6351393072893333
363,IDGJ3RF,0,Home,13.025541958678357,-1.4560844539241633
364,R161PMJ,0,,-0.7250071317570892,-0.1547269313172907
367,QTDUZQC,1,Home,1.073988293631367,0.4159351343458493
369,M52P8U5,1,Home,-0.6792738863057194,0.7394331632690158
370,6U1D3FI,0,,0.4577728752692212,0.0108072744181827
372,JYZK7M3,1,,0.0488185461917307,0.5733616551294541
378,QG54Z0P,3,Home,-0.1477872553076967,0.4331464146022855
379,QG54Z0P,4,,0.1858326923076881,0.5424738636363712
381,TSZECKS,1,Home,-0.4159991757740569,0.1349668821150736
383,JFE065C,1,,-0.2762358139231027,0.7424878908727166
384,TFMN43B,0,Other,0.0453974904062014,0.0016496642069182
386,W5602YA,1,,-0.1346067840961424,0.0009609395409009
387,ZOLK9R7,0,Other,-0.7258196660192533,0.7954914316749986
388,ZOLK9R7,1,,-0.6597622787023352,0.7567638910629372
390,80E8OC8,0,,-0.456881045146376,0.0681166323748466
393,M3V1TPR,2,,-0.7776369183268824,0.7859622956272627
394,M3V1TPR,3,,0.0378927294230146,0.632030696909105
395,M3V1TPR,4,Home,0.1420455286706477,0.5180617665702796
396,0SURXT9,0,Home,-0.1239730769230837,0.5985688636363629
397,0SURXT9,1,Other,0.0171267404736225,0.3502279094903686
398,0SURXT9,2,Other,-0.1030716617351263,0.5643283212965982
399,0SURXT9,3,Other,-0.1019563050526263,0.5006520742542775
400,22DU4I5,0,,0.6662324002939928,0.4265662236366638
401,OY42WXG,0,Other,-1.058069203126557,0.0993376977064197
402,OY42WXG,1,Other,-1.6690001716026823,-0.0173767162079034
403,FTZPHUW,0,Work,-0.5207307136154221,0.1564238764477248
405,A9NJZKA,0,,-0.356092307692319,0.0221965909091021
407,AUVVJPV,1,Work,0.2175997408269142,0.3165213608409041
408,AUVVJPV,2,Work,0.2872535115595193,0.4842736475633647
409,B9KXLR0,0,Home,14.004984473559166,-1.4704754196784828
410,B9KXLR0,1,,13.804574233863194,-1.436256680976256
411,XFQVCSZ,0,Home,0.0433334615384489,0.4880796818181881
413,3TW7Z4H,1,Home,0.4195198879456354,0.4933849081876082
414,80YRK4Q,0,Home,0.8056452609896678,0.5171629816215749
415,SLNMC3W,0,,-0.3363071634748574,0.6295380307869471
416,RK4B37Q,0,,1.0501341047410078,0.3982005766962636
421,KCKLW82,2,,-0.6209245948846562,0.7537191826863651
422,KCKLW82,3,,0.1471596649999743,0.4644392651545354
423,KCKLW82,4,,-1.8445862228144163,0.0267313664609698
425,IQMKCF2,1,Home,0.1725154710656207,0.2788137753594114
428,19ZWEMW,2,Home,-0.9674890041314428,0.0895506250293276
430,9WGTVKM,1,Work,0.0291606800946883,0.0008731610295888
431,9WGTVKM,2,Other,-0.0704618236840619,0.1604638695716827
432,TPBM9IW,0,Home,2.222143995378849,0.7184052541851834
433,NRLOICK,0,Home,-0.122896831536939,0.0937898570271373
434,EAM7NGA,0,,-0.6262737933594575,0.7549953094937585
438,ABA2DPM,3,Home,-1.6615997475930182,-0.0592578161846549
440,HGV3XLM,0,,12.48544343251302,-1.4970978681336866
444,14R1IAU,3,,-0.6480959506154399,0.7337538525000012
445,14R1IAU,4,Home,-0.3613429835999901,0.692316580687547
446,4ZRLIZW,0,Home,-0.9709779490467088,-0.0612169999067388
448,XLWT4Y1,1,Home,-0.7196329257884343,0.7221298349113656
452,YW3J3MM,3,,-0.5022698076922969,0.6982466818181786
453,YW3J3MM,4,Other,1.0131153846154075,0.5067440909090974
457,B3EZDVI,3,,-0.2677066477884404,0.142668517768192
458,BU1A9QV,0,,0.0468510835227761,0.5151943936943996
459,GUYZG2W,0,,2.266156356490848,0.6917210844430215
465,CHSG78U,1,,-0.3629677950576767,0.1595773195545428
466,JBZUTGZ,0,,-0.1265401223761441,0.0003276094794396
467,N45NR1Q,0,Home,-0.3167929003077042,0.6288027092814601
468,2WR7RK3,0,Home,0.2592146696333114,0.5523795641281378
470,456MXLM,1,,0.5381537016922454,0.5160824945590868
473,91OOARV,2,,-0.496894229288485,0.0902704541159113
474,91OOARV,3,,-0.3151445496346544,0.1512780656863562
476,N19D4TM,1,,-0.0075234328654152,-0.0663278709181857
478,34KJ1BD,1,,0.106487251019216,0.5824755916431874
481,GZDWQHX,0,Work,-0.3668868857484881,0.8403032720089125
482,F7OTL5X,0,,1.8585182731106824,0.7022571367296303
484,8TULULU,1,Work,0.0635460245768622,-0.007182894147723
485,HSP827F,0,,0.9716358700090004,0.4257335791533465
488,6DS9BY0,2,,-0.6572975205192109,0.7562375929750145
489,6DS9BY0,3,,-0.0035673076923195,0.4865404545454371
490,6DS9BY0,4,,-0.0090442307692293,0.4622620454545406
492,RLD3OE5,0,Home,-0.2358629271690924,0.5231922533024268
493,THGR5TI,0,,0.0846684344581339,0.8308888707648628
495,3QSQ2KI,1,,-1.4827626446346356,-0.0334893692408498
496,IC006OU,0,Home,-0.2740884615385118,0.160842954545454
498,NUAOD57,1,,0.603936930269214,0.5588327883659129
499,Z00YGF8,0,,-0.0622428891593734,0.86682742359965
502,YM6KW6K,1,,0.0524769911922803,-0.0049510931341019
504,ZCI74H3,0,,-0.0676611257825695,0.1444894861091397
506,C709LVY,0,,-0.6291565734121456,0.064283816651877
508,MKU67BI,1,Work,-0.0835023348077209,0.4491784785159025
510,86JPLHQ,1,Other,-0.3131948861566073,0.0943893268704542
511,411H6HF,0,,-0.2751997796528311,-0.020607336678276
512,Q9MPPNJ,0,,0.069027345747217,-0.0097421041943849
513,NZH50BZ,0,Work,2.1055226187825635,0.7230328267270867
514,P87RUKH,0,,20.94054582345209,2.8823312879527974
517,B0IMDSR,2,,0.4321536814999274,0.9293091778045288
518,B0IMDSR,3,Home,-0.2403655861806132,0.8562519256150363
520,2KBR118,0,,0.2923607900947184,0.9064197242259988
521,8YWW7NO,0,Home,0.655353752031984,0.5213299468159825
522,ACSLCXB,0,,-1.1115740471370803,0.1151909245686064
523,JXN9DDP,0,,0.1571596153845828,0.2339952272727281
524,JXN9DDP,1,,-1.0315019230770104,0.1545999999999873
525,JXN9DDP,2,,-0.6731853376154059,0.2146349064249921
526,JXN9DDP,3,,-0.7764185313299827,0.1849359450574516
527,518C5JS,0,,-0.2420974532242344,0.0959647296647734
530,FI5SNDG,2,,-1.622409680519226,-0.0899419562068267
531,PZX6NEZ,0,,-0.1558638906889764,0.8590703532099891
533,TNFHH5K,1,,-0.3759089980192317,0.6913357896727267
534,ORRUEU9,0,,-0.1494750000000069,-0.0018584090909227
536,YI6A8ME,0,,-2.258780797643284,-0.6812811365181823
537,4U83RPA,0,Other,-0.0201549682734901,0.4872654798036754
538,L80LX9I,0,Home,0.3040200749451239,0.5442958156134894
540,5SV5FW3,1,,-0.577939477497885,0.7899615615606148
542,FHT4RCC,1,,0.182434847557714,0.5071918660318234
543,FHT4RCC,2,Work,0.4133985902884332,0.3671466112136382
544,U5XVR7G,0,Home,-0.1917187132499935,0.4714423749522653
545,HWWT72Y,0,,0.6159557277159279,0.5415364293889555
547,4J1OO6T,1,Other,-0.9439713543269134,0.1579969690431916
548,4J1OO6T,2,Other,-0.6288538461538418,0.1637372727272801
549,4J1OO6T,3,,0.0030013928724934,0.4838346459648812
550,PJMIRI5,0,Home,-0.0376967469615073,0.6348672067227378
551,IBMRCN8,0,,-0.9086819571716064,0.0754104121164807
553,ZDIGXGL,1,,-0.1176291086505333,-0.0052901326141643
555,SMJMK3X,1,Home,-1.4520281411923366,-0.136837273622736
556,VFS8IHH,0,,-0.8467142444671203,0.841462260620161
558,KNMXMFU,1,,1.1251734033654273,0.3998495810636291
559,38SRVQB,0,,0.2317124068587443,0.5842254622416215
560,07CO9SV,0,,-1.0742820174617873,0.1589947505430711
561,EQ17D7B,0,Home,0.6039471153845976,0.5280896136363559
562,EQ17D7B,1,Home,0.0174238461538515,0.4965731136363606
565,C7VJ037,1,,-0.0470109964038669,-0.0097582903454549
566,C7VJ037,2,,-0.0222543112307415,0.0213299051909033
568,52ZOCY0,1,,-0.7630569514230714,0.8457421001318152
569,52ZOCY0,2,Other,0.0764962932806937,0.6175290495157235
571,5IH8X3K,1,,0.3208222406538695,0.3171220033250015
572,5IH8X3K,2,,-0.0521297577884724,0.439028748986367
574,0N82FC1,1,,-0.3855836292692692,0.7027888606250089
575,0Q5A2YU,0,Work,0.2292895746902117,-0.0144832134246865
577,HFV6UDI,1,Home,0.2705188461538302,0.5126907954545499
578,VUOS0T6,0,Home,13.57957512018728,-1.4228220141746892
579,DGVLUDX,0,,19.976779804676006,3.0719862835926968
580,ZCHR8RT,0,,-0.0842466479999976,0.5649577528238126
583,ZP6GLB0,2,,-0.1719466186540863,0.7931047752499422
584,JIE7KR0,0,,0.2366053530586789,0.5865289616313839
586,EQY7WE5,1,Work,-1.0887114004130432,-0.0748487206348068
587,SRZPRI4,0,Home,-1.2758309343992806,0.0888967718255049
589,0NMBJ9D,0,Home,-0.752645084028423,0.2299309125095866
591,0WQ8EY2,0,,-1.2481245281731004,-0.1216851244022595
592,001ZNTK,0,Other,14.075754683809288,-1.6132778290973948
597,TW0KYHT,2,,1.833510749192363,0.3962403288613575
599,4DAODZ4,1,Home,-0.1529653846153926,0.1389675000000107
601,9T64WZA,1,,-0.2042000336538724,0.8574898287727136
602,RZSBEAL,0,,0.2019117327733298,0.5855490409515274
603,OJ2LQ76,0,Home,-0.6663360378654064,0.7252983566249913
606,NZCD7DS,2,,-0.0265188698251362,0.4591621329838403
607,NZCD7DS,3,Other,-1.0803064245868792,0.1011390448971356
608,RK4D65Q,0,,-1.162420018123697,-0.0745791731910476
611,KK2NGQ0,1,,0.1973174869038481,0.5319775465431928
613,MU4234B,1,,-0.4728601019807972,-0.0852079559295473
614,LDWDGQW,0,,-0.7644109761705751,0.103479500983187
615,9BMWK1H,0,,19.539131041927654,3.0421438921581734
616,HQZK5QO,0,Home,-0.2247437001730553,0.1296199933045605
617,SQK3SJK,0,,-0.2586745951032564,0.1116811931133237
618,5LLDGMJ,0,Other,1.675843971771857,0.3444938876412111
619,FPD6ZU5,0,,0.3020596500384739,0.2896480479386343
620,Q7XQH9K,0,,-0.5502097410797042,0.1860454380512208
621,RDND5NE,0,,-0.9545350743908042,0.0403946306217602
623,XYYMV34,1,,-0.1186880307114762,-0.0057476693363705
624,XYYMV34,2,,-0.0224342846538462,0.0211512628454455
625,0YW0U8N,0,,-0.1902246183077308,0.8592420386977145
626,P09GN1Z,0,,-1.3935202845818502,-0.106949321248319
629,9P3Z193,0,,0.1019317643758535,0.0049963142855315
630,CUF0G23,0,,-1.9086733865875007,-0.0255852546794894
631,5OEEWLI,0,,-2.1793183604468074,-0.527616467665565
632,BXK0E3L,0,,0.3626433509877076,0.3572800999337794
633,QT3DLWH,0,,-0.6728291062016027,0.1026218797673006
635,IYM8Y0T,1,,-0.0610899509604446,0.4368439462412632
636,MKCPX4E,0,Home,-1.3268705877884577,-0.0464605289954504
637,XDSP3BY,0,Home,-0.8486575883330517,-0.0769893513484477
642,E4NWJGE,4,,-0.1298122513461783,0.0027680769090856
643,B6BX370,0,,0.1679690576153269,0.5191529379636342
644,B6BX370,1,Home,-0.048853827053245,0.6240059746937312
645,7E4ABWI,0,Home,-0.0542720924313541,0.6064207418398416
647,8HHPQJH,1,Work,-0.082257241910424,0.4617219430369305
648,8HHPQJH,2,,-0.1479406574649983,0.5413794592022885
650,VT7SIVB,0,,-0.3085452280802001,0.1441610679030225
651,VQO9CZ8,0,Home,-1.84409024651138,-0.1171379055489238
652,VQO9CZ8,1,Home,-0.8114266393467098,0.0726817216385621
654,CDXXAYD,1,,0.2606073922115327,0.579070771554529
655,LFECWS4,0,,-0.1194507015790645,-0.0020204938990918
658,PDWE6OF,2,Home,0.4177760076677095,0.5550736284562383
659,9DRWQME,0,Home,0.669952335837183,0.5545283793048577
660,66IODFS,0,,0.7364212857878519,0.4116695076227171
661,Z1FZ7OK,0,Other,-0.1143903786013931,-0.0009872334530637
663,U48QZ15,1,Other,0.2996080769230881,0.5544879999999962
664,U48QZ15,2,Other,-0.3435853846152278,0.6865468181817491
665,JV28BCL,0,,2.9053044870384976,0.7822606696204503
666,IBTB9J7,0,,-0.0189261210793692,0.0100993845950435
668,FPN3MTC,1,,-1.4766688997473452,-0.0882957767356569
669,IL1KZKX,0,,19.66495808552029,3.0276896811344365
670,IL1KZKX,1,,19.65390168928133,3.1286436089060485
673,6LS3HN0,2,,-0.6010866815000391,0.1042800186227251
